pid,rating_average,reviews_count,item,price,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,category
304497.0,4.2,327,Hôm Nay Tôi Thất Tình,68700.0,Skybooks,2017-01-04 00:00:00,13 x 20.5 cm,Bìa mềm,200.0,sách tình cảm
339724.0,4.5,15,Người Đàn Bà Đang Yêu (Tiểu Thuyết),148000.0,Liên Việt,2011-06-03 00:00:00,16x24 cm,Bìa mềm,644.0,sách tiểu thuyết
341382.0,4.5,11,100 Ý Tưởng Viết Quảng Cáo Tuyệt Hay,89000.0,NXB Trẻ,2011-09-15 00:00:00,13 x 20.5 cm,Bìa mềm,318.0,sách viến tưởng
361889.0,0.0,0,60 Món Ăn Được Ưa Thích - Món Thịt Heo,24600.0,Công Ty TNHH Văn Hóa Việt Thư,2010-09-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,64.0,sách nấu ăn
362055.0,4.7,14,"Nấu Ăn Ngon - Các Món Kho, Nướng",24600.0,Công Ty TNHH Văn Hóa Việt Thư,2011-12-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,64.0,sách nấu ăn
362140.0,4.4,5,Món Ăn Hàng Ngày,24300.0,Công Ty TNHH Văn Hóa Việt Thư,2012-01-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,64.0,sách nấu ăn
365991.0,4.8,19,Bộ Sách Phát Triển Trí Tuệ Trẻ Em (10 Cuốn) (Tái Bản),75500.0,Công Ty Cổ Phần Văn Hóa Đông A,2011-03-15 00:00:00,Đang cập nhật,Bìa mềm,160.0,sách trẻ em
366108.0,4.6,56,Tủ Sách Bách Khoa Tri Thức Trẻ Em - Bí Ẩn Của Đại Dương (Tái Bản),63000.0,Huy Hoàng Bookstore,2012-10-15 00:00:00,20.5 x 27 cm,Bìa cứng,60.0,sách trẻ em
374106.0,4.7,59,Truyện Tranh Tuổi Thần Tiên (Bộ Túi 8 Cuốn),62000.0,Minh Long,2013-07-25 07:00:00,19 x 27 cm,,,truyện tranh
381234.0,4.7,1087,Cuốn Sách Hoàn Hảo Về Ngôn Ngữ Cơ Thể - Body Language (Tái Bản),159000.0,Nhân Trí Việt,2014-08-03 00:00:00,14 x 21.5 cm,Bìa mềm,456.0,sách
385268.0,4.7,82,Lời Nói Có Đáng Tin,201000.0,Nhân Trí Việt,2013-12-03 00:00:00,15 x 23 cm ,Bìa mềm,304.0,sách kinh tế
406835.0,4.9,8,Món Ăn Hàng Ngày,24600.0,Công Ty TNHH Văn Hóa Việt Thư,2014-01-31 00:00:00,14.5 x 20.5 cm,Bìa mềm,64.0,sách nấu ăn
416656.0,4.4,8,Truyện Ngắn Nam Cao (Sách Bỏ Túi),30400.0,Nhà sách Đống Đa,2014-11-11 00:00:00,10 x 16 cm,Bìa mềm,227.0,sách nước ngoài
417015.0,5.0,4,Tuyển Tập Truyện Ngắn Azit Nexin,108000.0,Nhà sách Hàn Thuyên,2011-06-14 00:00:00,14.5 x 20.5 cm,Bìa cứng,691.0,truyện ngắn
417263.0,0.0,0,Tuyển Tập Truyện Ngắn Nguyễn Khải,87000.0,Nhà sách Hàn Thuyên,2014-03-14 00:00:00,13.5 x 20.5 cm,Bìa mềm,434.0,truyện ngắn
422011.0,4.5,377,Bữa Trưa Tình Yêu (Ấn Bản Kỷ Niệm) - Bổ Sung 5 Ngoại Truyện,79100.0,Quảng Văn,2015-01-13 00:00:00,13.5 x 20.5 cm,Bìa mềm,453.0,sách tình cảm
437932.0,4.6,12,Atlas Cho Trẻ Em (Tái Bản 2016),132000.0,Công Ty Cổ Phần Văn Hóa Đông A,2016-06-16 00:00:00,24 x 30.5 cm,Bìa cứng,75.0,sách trẻ em
440270.0,4.8,17,Series Truyện Tranh Kiệt Tác Văn Chương - Những Cuộc Phiêu Lưu Của  Sherlock Holmes,49300.0,CÔNG TY CỔ PHẦN SÁCH TRÍ THỨC VIỆT,2015-06-10 00:00:00,14.5 x 20.5 cm ,Bìa mềm,229.0,truyện tranh
441917.0,3.9,7,Tủ Sách Kĩ Năng Sống Dành Cho Học Sinh - 55 Cách Để Tạo Ảnh Hưởng Tới Người Khác,22500.0,Minh Long,2015-09-11 00:00:00,17 x 21 cm ,Bìa mềm,63.0,sách kĩ năng sống
441919.0,4.9,7,Tủ Sách Kĩ Năng Sống Dành Cho Học Sinh - 55 Cách Để Kích Hoạt Tư Duy,23000.0,Minh Long,2015-09-11 00:00:00,17 x 21 cm ,Bìa mềm,63.0,sách tư duy
442284.0,5.0,1,Bách Khoa Tri Thức Về Khám Phá Thế Giới Cho Trẻ Em - Các Loài Rắn,42750.0,Đinh Tị,2015-06-15 00:00:00,19 x 24 cm ,Bìa mềm,63.0,sách trẻ em
443580.0,2.5,2,Truyện Tranh Vui Nhộn Angry Birds - Cây Sáo Phép Thuật,20000.0,Tân Việt,2015-05-04 00:00:00,21 x 21 cm,Bìa mềm,39.0,truyện tranh
457214.0,4.8,120,Bách Khoa Cho Trẻ Em - Bách Khoa Động Vật,143850.0,Công Ty Cổ Phần Văn Hóa Đông A,2015-11-01 00:00:00,20.5 x 29 cm,Bìa cứng,160.0,sách trẻ em
457257.0,4.7,60,Bách Khoa Cho Trẻ Em - Bách Khoa Đầu Tiên,175000.0,Công Ty Cổ Phần Văn Hóa Đông A,2015-11-01 00:00:00,20.5 x 29 cm,Bìa cứng,158.0,sách trẻ em
457289.0,4.8,292,Bách Khoa Cho Trẻ Em - Bách Khoa Khủng Long,162000.0,Công Ty Cổ Phần Văn Hóa Đông A,2015-11-01 00:00:00,20.5 x 29 cm,Bìa cứng,126.0,sách trẻ em
457300.0,4.8,64,Bách Khoa Cho Trẻ Em - Bách Khoa Công Nghệ,136000.0,Công Ty Cổ Phần Văn Hóa Đông A,2015-11-01 00:00:00,20.5 x 29 cm,Bìa cứng,126.0,sách trẻ em
472678.0,4.6,603,Cuộc Sống Rất Giống Cuộc Đời ,50300.0,Người Trẻ Việt,2016-02-22 00:00:00,13 x 20.5 cm,Bìa mềm,256.0,sách văn học
476267.0,5.0,1,Tranh Truyện Dân Gian Việt Nam - Sự Tích Con Kền Kền (2016),13000.0,Nhà Xuất Bản Kim Đồng,2016-03-04 00:00:00,,Bìa mềm,32.0,truyện tranh
478332.0,4.1,7,Truyện Tranh Singapore - Mynah Láu Cá - The Naughty Mynah (Song Ngữ Việt - Anh),15360.0,Phúc Minh Books,2016-03-14 00:00:00,24 x 21 cm,Bìa mềm,32.0,truyện tranh
497060.0,0.0,0,Tinh Hoa Văn Học Việt Nam - Truyện Ngắn Vũ Trọng Phụng,76000.0,Liên Việt,2016-05-09 00:00:00,13 x 20.5 cm ,Bìa mềm,,truyện ngắn
503278.0,5.0,2,Bách Khoa Thư Kỳ Diệu Cho Trẻ Em - Xác Ướp Và Kim Tự Tháp,28000.0,Nhà sách Văn Chương,2016-05-20 00:00:00,18.5 x 26.5 cm,Bìa mềm,32.0,sách trẻ em
505791.0,0.0,0,Cẩm Nang Tiếng Anh Thư Ký Văn Phòng (Sách Bỏ Túi) - Kèm CD,19500.0,Công Ty CP Văn Hóa Nhân Văn,2014-12-30 00:00:00,10 x 16 cm,Bìa mềm,168,sách tiếng anh
510195.0,4.7,401,Tiếng Gọi Nơi Hoang Dã (Khang Việt),35900.0,Khang Việt Book,2016-06-07 00:00:00,16 x 24 cm,Bìa cứng,184.0,sách tiếng việt
527316.0,4.8,18,Mát Mát Lạnh Lạnh,41900.0,Nhã Nam,2016-07-19 00:00:00,14 x 20.5 cm,Bìa mềm,126.0,sách văn học
529178.0,5.0,2,Bình Luận Khoa Học Luật Tố Tụng Hành Chính Năm 2015,250000.0,TT Giới Thiệu Sách TP. HCM,2016-12-30 00:00:00,20 x 28 cm,Bìa mềm,575.0,sách chính trị
536389.0,5.0,2,Tranh Truyện Dân Gian Việt Nam - Diệt Mãng Xà,13000.0,Nhà Xuất Bản Kim Đồng,2016-07-11 00:00:00,,Bìa mềm,36.0,truyện tranh
538147.0,5.0,1,Những Nẻo Đường Phúc Âm Hóa Công Giáo Ở Việt Nam,144000.0,Công ty Văn hóa Hương Trang,2016-08-17 00:00:00,14.5 x 20.5 cm ,Bìa mềm,620.0,sách tôn giáo
540327.0,4.8,95,Đến Nhật Bản Học Về Cuộc Đời (Tái bản 2017),68000.0,NXB Trẻ,2017-08-29 00:00:00,"13 x 20 cm

",Bìa mềm,212.0,sách nhật bản
545618.0,4.8,242,Làm Quen Kinh Tế Học Qua Biếm Họa (Tập 2) - Kinh Tế Vĩ Mô,63600.0,Nhã Nam,2016-09-19 00:00:00,18 x 26 cm ,Bìa mềm,229.0,sách kinh tế
557719.0,4.9,14,"Vũ Trọng Phụng - Truyện Ngắn, Tạp Văn, Tiểu Luận",49000.0,CÔNG TY CỔ PHẦN SÁCH TRÍ THỨC VIỆT,2016-11-08 00:00:00,,,,tiểu sử
558902.0,4.7,68,Hộp Sách: Đông Chu Liệt Quốc,288000.0,Đinh Tị,2016-11-18 00:00:00,23.5 x 16 cm,,,sách nước ngoài
561056.0,4.5,37,Nghệ Thuật Tư Duy Rành Mạch,93220.0,Nhã Nam,2016-11-29 00:00:00,14 x 20.5 cm,,422.0,sách tư duy
561802.0,4.5,10,Nhật Ký Anne Frank (Tái Bản 2016),73010.0,Nhã Nam,2016-12-31 00:00:00,13 x 20.5 cm,Bìa mềm,439.0,sách nhật bản
565421.0,4.5,28,Đi Tìm Nhân Vật,68400.0,Nhã Nam,2016-12-01 00:00:00,,Bìa mềm,275.0,sách văn học
568804.0,4.7,66,Tiếng Anh Giao Tiếp - Communicative English (Kèm file MP3),257000.0,Nhân Trí Việt,2017-01-03 00:00:00,17 x 23 cm ,Bìa mềm,288.0,sách tiếng anh
575950.0,4.8,400,Lịch Sử Thế Giới: Chân Dung Nhân Loại Theo Dòng Sự Kiện,375900.0,Công Ty Cổ Phần Văn Hóa Đông A,2017-02-21 00:00:00,25 x 30 cm ,Bìa cứng,512.0,sách lịch sử
576377.0,4.8,101,Bí Ẩn Mãi Mãi Là Bí Ẩn - Tập 5 (Tái Bản 2017),36000.0,NXB Trẻ,2017-02-23 00:00:00,13 x 19 cm,Bìa mềm,170.0,sách bí ẩn
579412.0,0.0,0,Đến Nhật Bản Học Về Cuộc Đời (Tái Bản),89100.0,NXB Trẻ,2017-03-06 00:00:00,13x20 cm,,,sách nhật bản
581983.0,4.8,522,Việt Nam Sử Lược (Bản Đặc Biệt - Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng),176000.0,Nhà Xuất Bản Kim Đồng,2017-01-01 00:00:00,"16 x 24 cm
",,620.0,sách lịch sử
585277.0,4.8,120,Bí Ẩn Mãi Mãi Là Bí Ẩn 02,36000.0,NXB Trẻ,2017-03-01 00:00:00,13 x 19 cm,,176.0,sách bí ẩn
585278.0,4.8,98,Bí Ẩn Mãi Mãi Là Bí Ẩn 03,36000.0,NXB Trẻ,2017-03-01 00:00:00,13 x 19 cm,,176.0,sách bí ẩn
598731.0,4.8,118,Bí Ẩn Mãi Mãi Là Bí Ẩn - Tập 04,45000.0,NXB Trẻ,2017-03-01 00:00:00,13 x 19 cm,Bìa mềm,164.0,sách bí ẩn
606207.0,4.3,6,Bản Đồ Tư Duy Cho Trẻ Thông Minh - Bí Quyết Học Giỏi Ở Trường (Tái Bản),93100.0,First News - Trí Việt,2017-04-01 00:00:00,19 x 26 cm,Bìa mềm,120.0,sách tư duy
612295.0,4.6,5,Trong Thẳm Sâu Của Bí ẩn - Tập 2,40000.0,NXB Trẻ,2011-01-01 00:00:00, 14 x 20 cm,Bìa mềm,166.0,sách bí ẩn
614854.0,4.8,3678,Những Giấc Mơ Ở Hiệu Sách Morisaki,54750.0,Nhã Nam,2017-04-01 00:00:00,14 x 20.5 cm,Bìa mềm,118.0,sách tiểu thuyết
625841.0,4.7,399,Lời Thú Tội Mới Của Một Sát Thủ Kinh Tế (Tái Bản),152000.0,Tân Việt,2017-02-27 00:00:00,16 x 24 cm,Bìa cứng,473.0,sách kinh tế
626832.0,4.5,2,Tranh Truyện Lịch Sử Việt Nam - Đinh Bộ Lĩnh,15000.0,Nhà Xuất Bản Kim Đồng,2017-05-01 00:00:00,,Bìa mềm,32.0,truyện tranh
626836.0,5.0,4,Tranh Truyện Lịch Sử Việt Nam - Lý Công Uẩn,14250.0,Nhà Xuất Bản Kim Đồng,2017-05-01 00:00:00,,Bìa mềm,32.0,truyện tranh
632637.0,4.9,7,Lễ Hội Nhật Bản,61750.0,NXB Phụ Nữ Việt Nam,2017-05-04 00:00:00,26.7 x 21.5 cm,Bìa mềm,48.0,sách nhật bản
691779.0,5.0,2,Các Dạng Bài Tập Chữa Lỗi Sai Tiếng Anh (Tái Bản 2015),40000.0,MCBOOKS,2015-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,280.0,sách tiếng anh
720994.0,1.0,1,Tranh Tượng Phật Giáo Tây Tạng (Bìa Cứng),240000.0,Công ty Văn hóa Hương Trang,2017-07-14 00:00:00,"20.5 x 27 cm
",Bìa cứng,232.0,sách tôn giáo
750563.0,4.4,8,Đừng Làm Nhân Viên Nổi Khùng,50000.0,Zenbooks,2017-07-26 00:00:00,13 x 20.5 cm,Bìa mềm,219.0,sách viến tưởng
758582.0,3.7,3,Món Chay Ngon Và Lành,30000.0,Công Ty TNHH Văn Hóa Việt Thư,2017-07-21 00:00:00,16 x 21 cm,Bìa mềm,64.0,sách nấu ăn
813172.0,0.0,0,"Những Quy Định Mới Về Pháp Lệnh Quản Lý Thị Trường Và Tăng Cường Công Tác Kiểm Tra, Kiểm Soát Xử Phạt Vi Phạm Hành Chính Trong Các Cơ Quan, Doanh Nghiệp",229000.0,Nhà sách Lao Động,2017-08-10 00:00:00,20 x 28 cm,Bìa mềm,432.0,sách chính trị
833843.0,4.7,1091,"Blockchain: Bản Chất Của Blockchain, Bitcoin, Tiền Điện Tử, Hợp Đồng Thông Minh Và Tương Lai Của Tiền Tệ",66000.0,1980 Books,2017-11-17 14:41:00,<p>13 x 20.5 cm</p>,Bìa mềm,288.0,sách kinh tế
885378.0,4.5,2,Những Hiện Tượng Bí Ẩn Kinh Hoàng,57950.0,NS Minh Lâm,2015-01-01 00:00:00,13.5 x 20.5 cm,Bìa mềm,275.0,sách bí ẩn
885386.0,5.0,4,Những Hiện Tượng Bí Ẩn Về Nhân Loại,52600.0,NS Minh Lâm,2015-01-01 00:00:00,13.5 x 20.5 cm,Bìa mềm,279.0,sách bí ẩn
885402.0,4.3,7,Những Hiện Tượng Bí Ẩn Về Thế Giới,60800.0,NS Minh Lâm,2015-01-01 00:00:00,13.5 x 20.5 cm,Bìa mềm,287.0,sách bí ẩn
901828.0,4.8,48,Bộ Sách Thiếu Nhi - Chơi Mà Học (5 cuốn),57000.0,First News - Trí Việt,2017-01-01 00:00:00,,Bìa mềm,,sách thiếu nhi
992418.0,0.0,0,Giải Mã Tự Nhiên - Bí Ẩn Không Trung,62000.0,Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam,2017-09-01 00:00:00,13 x 20.5 cm,Bìa mềm,344.0,sách bí ẩn
992510.0,0.0,0,Giải Mã Tự Nhiên - Bí Ẩn Dưới Nước,56400.0,Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam,2017-09-01 00:00:00,13 x 20.5 cm,Bìa mềm,312.0,sách bí ẩn
992514.0,3.0,1,Giải Mã Tự Nhiên - Bí Ẩn Dưới Lòng Đất,40600.0,Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam,2017-09-01 00:00:00,13 x 20.5 cm,Bìa mềm,312.0,sách bí ẩn
997533.0,4.7,86,Nhà Tự Nhiên Kinh Tế,63900.0,NXB Trẻ,2017-01-01 00:00:00,13 x 20.5 cm,Bìa mềm,308.0,sách kinh tế
1005218.0,0.0,0,Pi Tạp Chí Toán Học - Tháng 10/2017,25000.0,Tạp Chí Pi,2017-10-01 00:00:00,19 x 27 cm,Bìa mềm,64.0,tạp chí
1007137.0,4.7,3846,Tự Học 2000 Từ Vựng Tiếng Anh Theo Chủ Đề,42100.0,MCBOOKS,2017-12-23 17:17:20,9.5 x 14.5 cm,Bìa mềm,260.0,sách tiếng việt
1066074.0,4.5,8,Món Ngon Miền Bắc,30000.0,Công Ty TNHH Văn Hóa Việt Thư,2017-10-01 00:00:00,"16 x 21 cm
",Bìa mềm,,sách nấu ăn
1207579.0,0.0,0,Luật Hành Chính Việt Nam,176000.0,NXB Đại Học Quốc Gia Hà Nội,2017-01-01 00:00:00,16 x 24 cm,Bìa mềm,615.0,sách chính trị
1227735.0,0.0,0,Truyện Tranh Ehon - Đi Thẳng Đi Thẳng,23700.0,Công ty TNHH More Production Việt Nam,2017-12-29 15:22:58,<p>19 x 26 cm</p>,Bìa mềm,32.0,truyện tranh
1275605.0,5.0,1,Truyện Tranh Lịch Sử - Vua Duy Tân,20000.0,Tân Việt,2017-01-01 00:00:00,17 x 24 cm,Bìa mềm,39.0,truyện tranh
1348643.0,4.7,858,Combo Truyện Kể Cho Bé Trước Giờ Đi Ngủ - Ngày Xửa Ngày Xưa (Trọn Bộ 10 Cuốn),120000.0,Đinh Tị,2018-01-12 17:10:33,<p>19 x 20.5 cm</p>,Bìa mềm,,truyện tranh
1367097.0,4.6,10,Truyện Tranh Lịch Sử - Yết Kiêu Kình Ngư Đất Việt,24900.0,Tân Việt,2018-01-01 00:00:00,17 x 24 cm,Bìa mềm,27.0,truyện tranh
1387547.0,4.7,92,Blockchain – Khởi Nguồn Cho Một Nền Kinh Tế Mới,129350.0,Alphabooks,2018-01-01 00:00:00,16 x 24 cm,Bìa mềm,228.0,sách kinh tế
1419475.0,4.6,29,Để Ăn Không Phải Băn Khoăn,76000.0,Nhã Nam,2018-01-01 00:00:00,14 x 20.5 cm,Bìa mềm,267.0,sách nấu ăn
1469957.0,0.0,0,Hướng Dẫn Thực Hành Kế Toán Hành Chính Sự Nghiệp – 128 Sơ Đồ Kế Toán Hành Chính Sự Nghiệp,241000.0,TT Giới Thiệu Sách TP. HCM,2018-01-01 00:00:00,20 x 28 cm,Bìa mềm,392.0,sách chính trị
1471887.0,4.6,640,Tớ Muốn Ăn Tụy Của Cậu,68600.0,Nhã Nam,2018-01-01 00:00:00,14 x 20.5 cm,Bìa mềm,344.0,sách văn học
1476937.0,4.8,3494,Dám Bị Ghét,69000.0,Nhã Nam,2018-02-05 17:39:38,<p>14.5 x 20.5 cm</p>,Bìa mềm,336.0,sách văn học
1519261.0,4.7,45,Ngoại Tình,78000.0,1980 Books,2018-01-02 00:00:00,13 x 20 cm,Bìa mềm,280.0,sách nước ngoài
1662331.0,4.8,32,Con Có Em Rồi Đấy (Sách Màu),85680.0,Messy Books,2018-01-01 00:00:00,14.5 x 20 cm,Bìa mềm,145.0,sách nước ngoài
1667303.0,4.7,97,Những Cuộc Chinh Phạt Của Alexander Đại Đế (Tái Bản 2018),129000.0,Omega Plus,2018-03-03 00:00:00,14 x 20.5 cm,Bìa mềm,548.0,sách chính trị
1732997.0,4.8,31,Hồ Sơ Mật Lầu 5 Góc Và Hồi Ức Về Chiến Tranh Việt Nam (Sách Tham Khảo),260000.0,NXB Chính Trị Quốc Gia,2017-01-01 00:00:00,16 x 24 cm,Bìa cứng,687.0,sách chính trị
1915863.0,4.8,4,999 Câu Hỏi Viết Trắc Nghiệm Tiếng Anh (Bộ Sách Cô Mai Phương),82000.0,MCBOOKS,2018-04-13 09:24:25,<p>17 x 24 cm</p>,Bìa mềm,,sách tiếng anh
1926761.0,0.0,0,Khởi Nghiệp Bán Lẻ - Bí Quyết Thành Công Và Giàu Có Bằng Những Cửa Hàng Đông Khách - Công Thức Kinh Doanh Và Quản Lý Cửa Hàng Hiệu Quả,120000.0,Công ty TNHH Truyền Thông Giver,,,Bìa mềm,272.0,sách tiếng việt
1995037.0,4.9,133,21 Cách Học Tiếng Anh Du Kích - FuSuSu (Song ngữ),142000.0,FUSUSU,2018-05-04 14:42:18,,Bìa mềm,,sách tiếng anh
2245453.0,4.9,579,Đúng Việc (Tái Bản),75000.0,VIỆN GIÁO DỤC IRED,,12 x 20.2,Bìa cứng,328.0,sách tiếng việt
2297575.0,4.8,6,Tủ Sách Truyện Tranh Cổ Tích Việt Nam - Sự Tích Hồ Gươm,11400.0,Huy Hoàng Bookstore,1905-07-09 00:00:00,17 x 24 cm,Bìa mềm,20.0,truyện tranh
2393619.0,4.8,1057,Vũ Trụ (Tái Bản),114000.0,Nhã Nam,,,Bìa mềm,570.0,sách kinh tế
2438577.0,3.6,7,Sách Tương Tác - Lift-The-Flap-Lật mở khám phá - Planet Earth - Trái Đất của chúng ta (Dành Cho Trẻ Em Từ 5-12 Tuổi),125000.0,Đinh Tị,,21.6 x 27.6 cm,Bìa mềm,14.0,sách trẻ em
2690053.0,4.9,8,Lá - Truyện Song Ngữ (Tranh Màu),24400.0,Công Ty TNHH Văn Hóa Đông Tây,2018-06-20 16:42:43,<p>17 x 23 cm</p>,Bìa mềm,28.0,truyện tranh
2690565.0,4.3,9,Hoang Dã - Truyện Song Ngữ (Tranh Màu),31500.0,Công Ty TNHH Văn Hóa Đông Tây,2018-06-20 16:42:43,<p>27 x 23 cm</p>,Bìa mềm,36.0,truyện tranh
2732759.0,4.7,13,Trong Thẳm Sâu Của Bí Ẩn - Tập 4: Những Bí Mật Được Che Đậy Trong Bóng Đêm Lịch Sử (Tái Bản),42900.0,NXB Trẻ,,<p>14 x 20 cm</p>,Bìa mềm,186.0,sách bí ẩn
2790107.0,5.0,1,Tiểu Sử Học – Những Nguyên Tắc Thực Hành,77000.0,Viện Social Life,2018-06-06 16:52:01,13 x 20.5 cm,Bìa mềm,204.0,tiểu sử
2879383.0,4.5,34,Chuyện Tình Triết Gia,67500.0,Nhã Nam,,14 x 20.5,Bìa mềm,228.0,sách tình cảm
3001993.0,4.5,51,Hộp Sách: Tây Du Ký (Tái Bản 2018),357000.0,Đinh Tị,,<p>17 x 24 cm</p>,Bìa mềm,,sách nước ngoài
3048149.0,4.4,8,Kinh Tế Học Dành Cho Đại Chúng (Tái Bản 2018),95000.0,Alphabooks,,13 x 20.5 cm,Bìa mềm,412.0,sách kinh tế
3157551.0,4.9,110,Nhật Ký Mèo Mốc (Tái Bản),66700.0,Skybooks,,<p>13 x 19 cm</p>,Bìa mềm,150.0,sách nhật bản
3210775.0,4.8,279,360 Động Từ Bất Quy Tắc Và 12 Thì Tiếng Anh Cơ Bản,25000.0,MCBOOKS,2018-07-07 00:00:00,10.5 x 15.5 cm,Bìa mềm,,sách tiếng anh
3304875.0,4.8,3838,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),77100.0,Nhã Nam,2018-07-07 09:10:15,<p>14 x 20.5 cm</p>,Bìa mềm,358.0,sách văn học
3408331.0,4.6,19,Những Trò Chơi Dân Gian Phổ Thông Và Vui Nhộn Dành Cho Thiếu Nhi (Tái Bản),55001.0,NXB Trẻ,,19 x 26 cm,Bìa mềm,84.0,sách thiếu nhi
3608625.0,4.7,142,Payback Time - Ngày Đòi Nợ,299000.0,CÔNG TY TNHH HAPPY LIVE,2022-06-27 11:46:35,16 x 24 cm,Bìa cứng,280.0,sách tiếng việt
3608639.0,0.0,0,Combo Sách Góc Nhìn Alan (Gồm 2 Cuốn),331200.0,CÔNG TY TNHH HAPPY LIVE,,,,,sách viến tưởng
3620873.0,0.0,0,Chế độ kế toán hành chính sự nghiệp (Ban hành theo thông tư 107/2017/TT-BTC ngày 10/10/2017 của Bộ tài chính) ,240000.0,Đông Nam,2018-08-05 22:55:23,,Bìa mềm,610.0,sách chính trị
3640427.0,4.7,323,Quẳng Gánh Lo Đi Và Vui Sống (Nguyễn Hiến Lê - Bộ Sách Sống Sao Cho Đúng),58500.0,BIZBOOKS,2018-08-06 00:00:00,14.5 x 20.5cm,Bìa mềm,,sách
3671671.0,4.8,346,Bách Khoa Tri Thức Về Khám Phá Thế Giới Cho Trẻ Em - Thiên Văn Học (Tái Bản 2018),33200.0,Đinh Tị,2018-08-08 00:00:00,,Bìa mềm,48.0,sách trẻ em
3869871.0,0.0,0,Tiếng Anh Cơ Bản ( Trọn Bộ 2 Tập ) ,319200.0,Nhà Xuất Bản Thanh Niên,2018-07-03 10:32:06,<p>27x19x3</p>,Bìa gập,588.0,sách tiếng anh
3870413.0,4.7,78,Lý Trí Và Tình Cảm,100000.0,Nhã Nam,2018-08-17 23:51:30,<p>15 x 24 cm</p>,Bìa mềm,424.0,sách tình cảm
3923411.0,4.4,58,Về Nhà Ăn Cơm,136080.0,I Love Cookbooks,2018-08-20 17:45:00,<p>17 x 24 cm</p>,Bìa mềm,224.0,sách nấu ăn
3957061.0,4.9,80,Thông Reo Ngàn Hống: Tiểu Thuyết Lịch Sử,97000.0,NXB Trẻ,2018-08-01 00:00:00,14 x 20 cm,Bìa mềm,614.0,tiểu sử
4019209.0,4.5,12,Trong Thẳm Sâu Của Bí Ẩn - Tập 3: Giữa Huyền Thoại Và Khoa Học - Hoang Đường Và Sự Thật (Tái Bản),35001.0,NXB Trẻ,2018-08-23 08:53:56,<p>14 x 20 cm</p>,Bìa mềm,176.0,sách bí ẩn
4313653.0,4.9,653,Từng Bước Nở Hoa Sen,40000.0,Saigon Books,2018-09-04 10:55:04,<p>13 x 20.5 cm</p>,Bìa mềm,120.0,sách tiếng việt
4780917.0,4.8,2114,Người Đua Diều (Tái Bản 2018),79099.0,Nhã Nam,2018-09-20 00:00:00,14 x 20.5 cm,Bìa mềm,460.0,sách tiếng việt
4940237.0,4.8,1309,25 Chuyên Đề Ngữ Pháp Tiếng Anh Trọng Tâm Tập 2,63300.0,Huy Hoàng Bookstore,2018-01-09 00:00:00,19 x 26.5 cm,Bìa mềm,360,sách tiếng anh
5067155.0,4.8,156,Nhật Ký Anne Frank (Tái Bản),74000.0,Nhã Nam,2018-09-09 00:00:00,"14 x 20,5",Bìa mềm,,sách nhật bản
5112975.0,4.9,24,Marketing giỏi phải kiếm được tiền - The end of marketing as we know it,299000.0,CÔNG TY TNHH HAPPY LIVE,2022-03-10 09:20:17,"<p>Kích thước: 16 x 24 x 3 cm.&nbsp;</p>
<p>Trọng lượng: 900g</p>",Bìa cứng,408.0,sách kinh tế
5399867.0,4.8,743,POMath - Toán Tư Duy Cho Trẻ Em 4-6 Tuổi (Tập 1),64350.0,TKBooks,2018-09-01 00:00:00,19 x 27 cm,Bìa mềm,91.0,sách trẻ em
5399871.0,4.8,391,POMath - Toán Tư Duy Cho Trẻ Em 4-6 Tuổi (Tập 2),64350.0,TKBooks,2018-09-01 00:00:00,19 x 27 cm,Bìa mềm,84.0,sách trẻ em
5413743.0,4.7,364,Mind Map Vocabulary - Học Từ Vựng Tiếng Anh Bằng Sơ Đồ Tư Duy (Kèm file MP3),256000.0,Nhân Trí Việt,2018-01-09 00:00:00,"14,8 x 21 cm",Bìa mềm,288,sách tiếng anh
5743619.0,5.0,13,Học Tiếng Anh Siêu Thú Vị : Sách Luyện - Tập 2,21100.0,Nhã Nam,2018-10-05 00:00:00,"19x26,3 cm",Bìa mềm,30.0,sách tiếng anh
5743621.0,4.3,6,Học Tiếng Anh Siêu Thú Vị : Sách Luyện - Tập 3,17500.0,Nhã Nam,2018-10-05 00:00:00,"19x26,3 cm",Bìa mềm,30.0,sách tiếng anh
5743635.0,4.5,6,Học Tiếng Anh Siêu Thú Vị: Sách Học 4,26500.0,Nhã Nam,2018-10-05 00:00:00,"19x26,3 cm",Bìa mềm,30,sách tiếng anh
5743639.0,5.0,7,Học Tiếng Anh Siêu Thú Vị: Sách Học 6,26900.0,Nhã Nam,2018-10-05 00:00:00,"19x26,3 cm",Bìa mềm,30,sách tiếng anh
