pid,rating_average,reviews_count,item,price,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,category
95997783.0,0.0,0,Sách Luyện thi B1 Vstep 4 kỹ năng - Ôn thi chứng chỉ tiếng Anh B1 bậc 3 (bằng B1 tiếng Anh) theo Khung NLNN Việt Nam,273600.0,Công ty TNHH Giáo dục Smartbee,2021-03-25 16:13:54,,Bìa mềm,328.0,sách tiếng việt
96037623.0,0.0,0,Sách - Mình nói chuyện gì khi mình nói chuyện tình (Bìa cứng),85500.0,Nhã Nam,,,,222.0,sách tình cảm
96113940.0,0.0,0,Sách Muôn Kiếp Nhân Sinh tập 2 (kèm bookmark),214400.0,First News - Trí Việt,,,Bìa mềm,540.0,sách tôn giáo
96200947.0,0.0,0,Sách - Mình nói chuyện gì khi mình nói chuyện tình (Bìa cứng),85500.0,Nhã Nam,,,,222.0,sách tình cảm
96200975.0,0.0,0,Sách - Gió và tình yêu thổi trên đất nước tôi (TB 2021),122400.0,oem,,,,268.0,sách nước ngoài
96390058.0,0.0,0,Sách - Nội Tình Của Ngoại Tình – Tại Sao Đàn Ông Thích Tình Dục Và Phụ Nữ Cần Tình Yêu,95600.0,BIZBOOKS,,,Bìa mềm,496.0,sách nước ngoài
96400101.0,0.0,0,TẠP CHÍ WANDERLUST TIPS THÁNG 10.2019 (VOL 39),75000.0,NXB Thế Giới,2019-10-05 00:44:17,,Bìa mềm,156.0,tạp chí
96491396.0,4.3,6,Tiếng Anh Giao Tiếp Cho Trẻ Em - Outdoor Activities - Các Hoạt Động Ngoài Trời,73500.0,Đinh Tị,2021-05-01 00:00:00,20.5 x 22.8 cm,Bìa mềm,120.0,sách trẻ em
96652824.0,0.0,0,Combo Truyện Tranh Lịch Sử Việt Nam (20 Cuốn),300000.0,NXB Kim Đồng,2021-03-19 11:21:04,,Bìa mềm,32.0,sách thiếu nhi
96806312.0,4.6,65,Combo 8 Cuốn - Bộ Sách Học Tiếng Anh The Way (Song Ngữ Anh - Việt),364000.0,Zenbooks,2021-05-01 00:00:00,11.3 x 17.6 cm,Bìa mềm,1280,sách tiếng anh
97507929.0,5.0,8,Cuốn Tiểu Sử Đầy Đủ Nhất Về Danh Họa Van Gogh: Van Gogh The Life,512849.0,Alphabooks,,,,,tiểu sử
98239438.0,0.0,0,Sách Luật Bầu Cử Quốc Hội Và Hội Đồng Nhân Dân Hiện Hành - Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật (Tái Bản Năm 2021),22800.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,108.0,sách chính trị
98300986.0,0.0,0,Sách - Ngoài Vùng Sợ Hãi Có Gì Vui,73000.0,Skybook,,,,200.0,sách nước ngoài
98301064.0,0.0,0,Sách - Hôm Nay Tôi Thất Tình (Tái Bản 2019),73000.0,Skybooks,,,,200.0,sách tình cảm
98301216.0,0.0,0,Sách - Thất Tình Không Sao (Tái bản 2020),59000.0,Skybook,,,,216.0,sách nhật bản
98648742.0,0.0,0,Combo 2 tiểu thuyết: Sóng ở đáy sông + Thời xa vắng (Nhà văn Lê Lựu),174800.0,SBOOKS,2021-05-04 22:33:55,,Bìa mềm,680.0,sách tiểu thuyết
98823273.0,5.0,4,Chóng Mặt (Tiểu Thuyết),214200.0,PHANBOOK,2021-05-01 00:00:00,14 x 20.5 cm,Bìa mềm,248.0,sách tiểu thuyết
98916185.0,0.0,0,Những Giá Trị Cơ Bản Của Gia Đình Việt Nam Đương Đại (Sách Chuyên Khảo),152000.0,Nhà Xuất Bản Khoa Học Xã Hội,,,Bìa mềm,532.0,sách chính trị
99056153.0,0.0,0,Sách - Trúng Số (Tái Bản),100000.0,1980 Books,,,,,sách nhật bản
99056184.0,0.0,0,Sách - Nghệ Thuật Tư Duy Phản Biện,102000.0,1980 Books,,,,280.0,sách tư duy
99447858.0,0.0,0,Combo 5 cuốn truyện tranh thiếu nhi dân gian Nga - dịch giả Lê Hải Đoàn,127800.0,Công ty TNHH Quốc Tế Mai Hà,2021-05-20 13:44:19,,Bìa mềm,,truyện tranh
99863101.0,0.0,0,Combo 2 Cuốn Kiến Thức - Bách Khoa Cho Trẻ: Bách Khoa Tri Thức Về Khám Phá Thế Giới Cho Trẻ Em - Thiên Văn Học + 100 Bí Ẩn Đáng Kinh Ngạc Về Vũ Trụ  (Bộ Sách Thiếu Nhi Bán Chạy),145000.0,Đinh Tị,,,,,sách thiếu nhi
100018202.0,4.7,19,Combo Trọn Bộ 15 Cuốn Sách Tác Giả : Nguyên Phong (Tái Bản),1456500.0,First News - Trí Việt,2021-05-01 00:00:00,,Bìa mềm,,sách tôn giáo
100296705.0,0.0,0,Combo 2 Cuốn Kiến Thức - Bách Khoa Cho Trẻ: Bách Khoa Tri Thức Về Khám Phá Thế Giới Cho Trẻ Em - Thiên Văn Học + 100 Bí Ẩn Đáng Kinh Ngạc Về Vũ Trụ (Bộ Sách Thiếu Nhi Bán Chạy Trong Tháng),143500.0,Đinh Tị,,,,,sách thiếu nhi
100347903.0,4.9,75,Nói Một Cách Đơn Giản,97000.0,Nhã Nam,2021-05-01 00:00:00,14 x 20.5 cm,Bìa mềm,264.0,sách tiếng việt
100382935.0,0.0,0,Sách - Hành Trình Về Phương Đông (Bìa Mềm - Tái bản 2021) - First News,94400.0,First News - Trí Việt,,,,151.0,sách
101634575.0,0.0,0,Combo 12 cuốn truyện tranh thiếu nhi Liên Xô ,300600.0,Công ty TNHH Quốc Tế Mai Hà,2021-05-27 09:53:40,,Bìa mềm,,sách thiếu nhi
101638138.0,0.0,0,Tạp chí Kiến Trúc và Đời Sống số 181 (Tháng 6.2021),35800.0,Công ty TNHH Không Gian Sống Media,,,Bìa mềm,,tạp chí
101757426.0,0.0,0,COMBO 7 CUỐN TRUYỆN TRANH THIẾU NHI LIÊN XÔ,172800.0,Công ty TNHH Quốc Tế Mai Hà,2021-05-21 14:35:39,,Bìa mềm,,truyện tranh
101787132.0,4.8,292,Năng Lực Hài Hước,88100.0,BeBooks,2021-05-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,280.0,sách tiếng việt
101931449.0,0.0,0,Sách - Vì vợ là vợ anh (Tái bản 2019),110000.0,Skybooks,,,,528.0,sách nhật bản
101932096.0,0.0,0,Sách - Tâm An Ắt Bình An,69000.0,Skybooks,,,,288.0,sách nước ngoài
101932807.0,0.0,0,Sách - Hẹn Nhau Phía Sau Tan Vỡ,84000.0,AZ Việt Nam,,,,232.0,sách nước ngoài
101958467.0,0.0,0,Tạp chí Đẹp T5-6/2021 (số 261),65000.0,Lê Media,2021-05-28 13:17:18,,Bìa mềm,160.0,tạp chí
102075460.0,0.0,0,Sách: Kỷ Luật Làm Nên Con Người - Con Đường Thành Công Từ Học Viện Quân Sự,87000.0,Minh Long,,,,284.0,sách kĩ năng sống
102121309.0,0.0,0,Combo cười không ngớt:  Thỏ Bảy Màu Và Những Người Nghĩ Nó Là Bạn +Một Cuốn Sách Buồn… Cười + Vui Vẻ Không Quạu Nha + Từ Điển Tiếng “Em”-Sổ tay,268600.0,Timebooks,,,Bìa mềm,,sách nước ngoài
102140450.0,0.0,0,Sách - Đột Phá Tư Duy Kinh Doanh ,97000.0,1980 Books,,,,,sách tư duy
102140545.0,0.0,0,Sách - Tư Duy Phản Biện,68000.0,1980 Books,,,,,sách tư duy
102141108.0,0.0,0,Sách - Tư duy tích cực để thành công ,110000.0,1980 Books,,,,,sách tư duy
102163692.0,0.0,0,Sách Điều Lệ Đảng Cộng Sản Việt Nam Mới Nhất Năm 2021 (NXB Chính Trị Quốc Gia Sự Thật),13900.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,72.0,sách chính trị
102405533.0,4.8,204,DEEP NUTRITION - Dinh Dưỡng Chuyên Sâu,193000.0,I love Cookbook,2021-06-01 00:00:00,17 x 24 cm,Bìa mềm,560.0,sách nấu ăn
102411866.0,4.9,223,&nbsp;The Having Tư Duy Thịnh Vượng,120630.0,Bookland,2021-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,296.0,sách tư duy
102518285.0,0.0,0,Sách Luật Biên Phòng Việt Nam (NXB Chính Trị Quốc Gia Sự Thật),12000.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,44.0,sách chính trị
102550826.0,0.0,0,Sách Luật Mặt Trận Tổ Quốc Việt Nam Hiện Hành (NXB Chính Trị Quốc Gia Sự Thật),11000.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,39.0,sách chính trị
102551159.0,0.0,0,"Sách Luật Đê Điều Hiện Hành (Sửa Đổi Bổ Sung Năm 2008, 2018, 2020) - NXB Chính Trị Quốc Gia Sự Thật",15800.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,55.0,sách chính trị
102552257.0,0.0,0,"Sách Nhã Nam - Combo Để Yên Cho Bác Sĩ ""Hiền"" + Nhật Ký Covid Và Những Chuyện Chưa Kể (2 Cuốn)",159300.0,Nhã Nam,,,,200.0,sách nhật bản
102552303.0,0.0,0,Sách - Đơn Phương - Anh Không Thương Em (Tái Bản 2021),76000.0,oem,,,,248.0,sách nhật bản
102552319.0,0.0,0,Sách Nhã Nam - Combo Không Bao Giờ Là Cuối + Gió Và Tình Yêu Thổi Trên Đất Nước Tôi,234000.0,Nhã Nam,,,,268.0,sách nước ngoài
102552332.0,0.0,0,Sách AZ - Nhạy Cảm Trong Tình Yêu - Thăng Hoa Hay Bi Kịch?,101000.0,Skybooks,,,,368.0,sách tình cảm
102554418.0,0.0,0,Sách Luật Tiếp Công Dân Hiện Hành Năm 2021 (NXB Chính Trị Quốc Gia Sự Thật),13700.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,51.0,sách chính trị
102554488.0,0.0,0,Sách Luật Bầu Cử Đại Biểu Quốc Hội Và Đại Biểu Hội Đồng Nhân Dân Hiện Hành - NXB Chính Trị Quốc Gia Sự Thật,22000.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,108.0,sách chính trị
102554565.0,0.0,0,Sách Phong Cách Hồ Chí Minh - NXB Chính Trị Quốc Gia Sự Thật,56400.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,172.0,sách chính trị
102568377.0,0.0,0,Sách Pháp Luật Về Giao Dịch Điện Tử Trên Thị Trường Chứng Khoán Ở Việt Nam Năm 2020 - NXB Chính Trị Quốc Gia Sự Thật,84000.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,276.0,sách chính trị
102582184.0,0.0,0,Tạp chí Nội Thất số 309 (Tháng 06.2021),34500.0,Công ty TNHH Truyền Thông Nguyễn Văn Vinh,2021-06-01 11:28:16,,Bìa mềm,80.0,tạp chí
102818464.0,0.0,0,Sách Đường Cách Mệnh - Xuất Bản Năm 2020 (NXB Chính Trị Quốc Gia Sự Thật),28700.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,114.0,sách chính trị
102832718.0,4.9,40,Thay Tư Duy Xoay Cục Diện - Vĩnh Biệt Lối Mòn,85600.0,Bloom Books,2021-06-16 00:00:00,14.5 x 20 cm,Bìa mềm,168.0,sách tư duy
102832719.0,4.8,61,Thay Tư Duy Xoay Cục Diện - Ngưng Sống Cầm Chừng,94100.0,Bloom Books,2021-06-16 00:00:00,14.5 x 20 cm,Bìa mềm,240.0,sách tư duy
102832722.0,4.9,48,Thay Tư Duy Xoay Cục Diện - Dấu Ấn Vô Thanh,83100.0,Bloom Books,2021-06-16 00:00:00,14.5 x 20 cm,Bìa mềm,240.0,sách tư duy
103475367.0,4.9,13,Bách Khoa Cho Trẻ Em - Bách Khoa Địa Lý (Tái Bản 2020),128000.0,Đông A,2021-05-14 23:31:39,,Bìa cứng,128.0,sách trẻ em
103566912.0,0.0,0,Combo 6 Cuốn: 365 Kỳ Quan Thế Giới + 365 Thí Nghiệm Khoa Học Dành Cho Trẻ Em + 365 Sự Thật Về Cơ Thể Người + 365 Phát Hiện Và Phát Minh Ấn Tượng Trong Lịch Sử Nhân Loại + 365 Bí ẩn Chưa Được Lí Giải +  365 Sự Thật Bạn Cần Biết,951700.0,Minh Long,,,Bìa cứng,236.0,sách trẻ em
103640412.0,4.8,1596,Đừng Lựa Chọn An Nhàn Khi Còn Trẻ (Tái Bản),69000.0,GuBooks,2021-06-01 00:00:00,13.5 x 20 cm,Bìa mềm,316.0,sách tiếng việt
103754264.0,0.0,0,Bộ Sách Tiếng Anh Lớp 1 (SHS+SBT),97000.0,Nhà xuất bản Giáo dục Việt Nam,2021-06-03 21:06:20,,Bìa mềm,75.0,sách giáo khoa
103754762.0,0.0,0,Bộ Sách Tiếng Anh Lớp 2 ( SHS + SBT) ,97000.0,Nhà xuất bản Giáo dục Việt Nam,2021-06-04 21:34:55,,Bìa mềm,76.0,sách giáo khoa
103755834.0,0.0,0,Bộ Sách Tiếng Anh Lớp 6 (CTM) ,140000.0,Nhà xuất bản Giáo dục Việt Nam,2021-04-14 22:08:35,,Bìa mềm,71.0,sách giáo khoa
103790756.0,0.0,0,Sách Tư Tưởng Hồ Chí Minh Về Nhận Diện Và Đấu Tranh Với Những Biểu Hiện Suy Thoái Về Tư Tưởng Chính Trị,35600.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,128.0,sách chính trị
103807632.0,0.0,0,Sách - Tiết Học Của Ác Quỷ( Tập 1 +2),271200.0,I Love Books,,,,392.0,sách nước ngoài
103875022.0,0.0,0,Sách Chính Sách An Ninh Mạng Trong Quan Hệ Quốc Tế Hiện Nay Và Đối Sách Của Việt Nam,73300.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,220.0,sách chính trị
104269229.0,0.0,0,Sách - Tư duy logic - 1980 books,71500.0,1980 Books,,,Bìa mềm,214.0,sách tư duy
104314401.0,4.8,450,Bí Mật Của May Mắn - Cuốn Sách Đi Tìm Sự May Mắn Hay Nhất Mọi Thời Đại (Khổ Lớn)(Tái Bản),54100.0,First News - Trí Việt,2021-06-01 00:00:00,13 x 20.5 cm,Bìa mềm,152.0,sách
104315085.0,4.8,166,Tư Duy Logic (Tái Bản),66000.0,1980 Books,2021-06-01 00:00:00,13 x 20 cm,Bìa mềm,216.0,sách tư duy
104557745.0,0.0,0,Sách Tủ Sách Tinh Hoa Văn Học - Công Chúa - phương nam book,31200.0,Phương Nam Book,2011-11-07 00:00:00,,Bìa mềm,202.0,sách văn học
104558178.0,0.0,0,Sách Tôi Thương Mà Em Đâu Có Hay (Tái bản năm 2016) ,48000.0,Phương Nam Book,2016-02-04 00:00:00,,Bìa mềm,180.0,sách nhật bản
104558881.0,0.0,0,Sách Đạo Của Vật Lý (Tái bản năm 2021) ,159200.0,Phương Nam Book,,,Bìa mềm,486.0,sách tôn giáo
104651900.0,0.0,0,Sách Seneca: Những Bức Thư Đạo Đức – Chủ nghĩa Khắc kỷ trong đời sống - Tập 1,139200.0,Công ty cổ phần Ahora,2021-05-05 10:14:30,,Bìa mềm,338.0,sách
104741661.0,4.9,1036,Combo 2 Tập : 999 Lá Thư Gửi Cho Chính Mình (Tái Bản),178000.0,VanVietBooks,2021-06-01 00:00:00,12.5 x 18 cm,Bìa mềm,432.0,sách tiếng việt
104744329.0,0.0,0,Sách - 999 Lá Thư Gửi Cho Chính Mình (**) – Mong Bạn Trở Thành Phiên Bản Hạnh Phúc Nhất (Tái bản 2021),92880.0,AZ Việt Nam,,,,,sách nhật bản
104744338.0,0.0,0,Sách - The Having Tư Duy Thịnh Vượng,107100.0,Bookland,,,,296.0,sách tư duy
105483727.0,4.9,931,Ổn Định Hay Tự Do,96000.0,Peachbooks,2021-06-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,284.0,sách tiếng việt
105539497.0,0.0,0,Lịch Sử Thế Giới Cận Đại (Tái bản 2021),132000.0,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,,,Bìa mềm,564.0,sách lịch sử
105614815.0,0.0,0,Sách Vừa Đi Đường Vừa Kể Chuyện - Xuất Bản Năm 2018 (NXB Chính Trị Quốc Gia Sự Thật),29000.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,180.0,sách chính trị
105619855.0,0.0,0,"Sách Luật Thanh Tra (Hiện Hành) Và Nghị Định Số 159/2016/ND- CP, Ngày 29-11-2016 Của Chính Phủ Hướng Dẫn Thi Hành - Xuất Bản Năm 2018 (NXB Chính Trị Quốc Gia Sự Thật)",20800.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,115.0,sách chính trị
105626766.0,0.0,0,Sách Luật Tổ Chức Tòa Án Nhân Dân (Hiện Hành) - Xuất Bản Năm 2018 (NXB Chính Trị Quốc Gia Sự Thật),18800.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,99.0,sách chính trị
105639285.0,0.0,0,Sách Luật Tổ Chức Viện Kiểm Sát Nhân Dân Hiện Hành - Xuất Bản Năm 2018 (NXB Chính Trị Quốc Gia Sự Thật),18800.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,112.0,sách chính trị
105655410.0,0.0,0,Sách Tài Liệu Bồi Dưỡng Bí Thư Chi Bộ Và Cấp Uỷ viên Ở Cơ Sở - Xuất Bản Năm 2017 (NXB Chính Trị Quốc Gia Sự Thật),39600.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,228.0,sách chính trị
105739261.0,0.0,0,Sách Người Tình Tuyệt Vời,88200.0,Phương Nam Book,2010-01-04 00:00:00,,Bìa mềm,575.0,sách tình cảm
105739421.0,0.0,0,Sách Con Gái Vốn... Phức Tạp (Tái bản),27600.0,Phương Nam Book,2013-03-05 00:00:00,,Bìa mềm,164.0,sách nhật bản
105739637.0,0.0,0,"Sách Hãy Nói Yêu Thôi, Đừng Nói Yêu Mãi Mãi - Như Chờ Tình Đến Rồi Hãy Yêu",37200.0,Phương Nam Book,2015-06-03 00:00:00,,Bìa mềm,248.0,sách nước ngoài
105739819.0,0.0,0,Sách Sông Côn Mùa Lũ (Hộp 3 tập) (Giải Sách Hay 2012 - VH Tiểu Thuyết),584000.0,Phương Nam Book,2017-05-01 00:00:00,,Bìa mềm,,sách tiểu thuyết
105740037.0,0.0,0,Sách Tình Cát (Tái bản năm 2018),86800.0,Phương Nam Book,2018-10-07 00:00:00,,Bìa mềm,309.0,sách nhật bản
106185389.0,0.0,0,Tổng ôn ngữ pháp Tiếng Anh cô Trang Anh- Sách luyện thi THPT Quốc gia môn tiếng anh ,189000.0,Aladanh,2021-01-27 13:08:55,,Bìa mềm,606.0,sách tiếng việt
106318762.0,0.0,0,Sách ID Tiếng ANh cho người mới bắt đầu- Cô Trang Anh,149000.0,Aladanh,2021-03-17 17:22:11,,,466,sách tiếng anh
106348948.0,0.0,0,Tiếng Anh 1 - Sách Học Sinh 2021,52000.0,Cty Phương Nam,,,,,sách giáo khoa
106349598.0,0.0,0,Tiếng Anh 10 - Tập 1 - Sách Bài Tập (2021),30000.0,Cty Phương Nam,,,,,sách giáo khoa
106362188.0,0.0,0,Sách - Phương Pháp Đọc Sách Hiệu Quả,103350.0,Alphabooks,,,,360.0,sách
106362272.0,0.0,0,Sách - Nghệ Thuật PR Bản Thân (Tái Bản 2018),64000.0,Alphabooks,,,,222.0,sách
106362406.0,0.0,0,Sách - Van Gogh: Tiểu Sử Và Cuộc Đời,512850.0,Omega Plus,,,,1296.0,tiểu sử
106362654.0,0.0,0,Sách - Nghệ thuật kết nối đỉnh cao trong giao tiếp (Tái bản 2018),127200.0,Alphabooks,,,,348.0,sách bán chạy
106362865.0,4.9,36,Sách - Lão tử đạo đức kinh,65000.0,Alphabooks,,,,212.0,sách tư duy
106460060.0,0.0,0,Sách Lịch sử của sách,116350.0,Quảng Văn,,,Bìa mềm,352.0,sách lịch sử
106701001.0,0.0,0,Sách - Combo 3 Cuốn Mind Map English Grammar – Ngữ pháp + Từ Vựng Và Giao Tiếp Tiếng Anh Qua Sơ Đồ Tư Duy ( Nghe Qua App) NHH,458900.0,MCBOOKS,,,Bìa mềm,355.0,sách tiếng anh
106749703.0,0.0,0,Sách - Không Sợ Chậm Chỉ Sợ Dừng - Sức mạnh của tính kỷ luật và tự giác - Vãn Tình,110000.0,oem,,,,364.0,sách tình cảm
107364149.0,0.0,0,"Combo sách Osho: Zorba Phật, Chính thân này là Phật",255000.0,Công Ty TNHH TM - DV Chính Thông,,,,,sách tôn giáo
107479357.0,0.0,0,Sách Luật Ngân Sách Nhà Nước Năm 2015 Và Nghị Định Hướng Dẫn Thi Hành (NXB Chính Trị Quốc Gia Sự Thật),21800.0,NXB Chính Trị Quốc Gia Sự Thật,,,Bìa mềm,152.0,sách chính trị
107707582.0,4.9,54,Sử Ký Tư Mã Thiên - Bản Dịch Quốc Ngữ Đầu Tiên Năm Giáp Thân (1944),92385.0,Bách Việt,2021-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,592.0,tiểu sử
107798673.0,0.0,0,Sách Đủ Nắng Thì Hoa Nở (Tái bản năm 2021),63200.0,Phương Nam Book,,,Bìa mềm,155.0,sách kĩ năng sống
107798675.0,0.0,0,Sách Tà Dương (Tái bản năm 2021),99000.0,Phương Nam Book,,,Bìa mềm,189.0,sách nhật bản
107798677.0,5.0,25,Sách Tiếng Việt - Văn Việt - Người Việt (Tái bản năm 2021),143000.0,Phương Nam Book,,,Bìa mềm,341,sách tiếng việt
107802183.0,4.9,729,Sức Mạnh Tiềm Thức (Tái Bản),72400.0,First News - Trí Việt,2021-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,336.0,sách tiếng việt
108177983.0,0.0,0,"Combo sách tiểu thuyết trinh thám Trung Quốc: Hung trạch (trọn bộ 2 tập, tặng kèm bookmark)",204000.0,Phuc Minh Books,2021-06-25 09:52:22,,Bìa mềm,384.0,sách tiểu thuyết
108249872.0,0.0,0,Combo Sách - 8 Cuốn Sách Của Osho ,973800.0,Thái Hà Book,,,,,sách
108261354.0,4.9,57,Tự Học Ngữ pháp Tiếng Anh Bằng Mindmap Tập 1,88000.0,Megabook,2021-06-01 00:00:00,19 x 27 cm,Bìa mềm,188.0,sách tiếng anh
108280510.0,4.6,10,Tư Duy Làm Việc Của Toyota Đã Làm Thay Đổi Cuộc Đời Tôi,73200.0,Tân Việt,2021-06-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,235.0,sách tư duy
108501281.0,4.9,48,"Hộp Sách (Gồm 4 Cuốn) Sức Mạnh Tư Duy : Tư Duy Phản Biện + Tư Duy Vượt Giới Hạn, Thành Công Vượt Đám Đông + Tư Duy Logic + Rèn Luyện Tư Duy Logic (Tái Bản)",300600.0,1980 Books,2021-06-15 00:00:00,21 x 15 cm,Bìa mềm,,sách tư duy
108545248.0,0.0,0,Sách - Bản Ngã - Thấu Hiểu Và Tan Biến - 1980 books,99999.0,1980 Books,,,,,sách nhật bản
108759666.0,0.0,0,Khoa Học Về Nấu Ăn - The Science Of Cooking Tặng bookmark vadata,315000.0,Nhã Nam,,,,,sách nấu ăn
108876064.0,0.0,0,PHẬT GIÁO - SINH TỬ KỲ THƯ,341050.0,Công ty TNHH TM &amp; DV Văn Hóa Hương Trang,,,Bìa cứng,,sách tôn giáo
108952734.0,0.0,0,Combo sách Khoa Học Tự Nhiên lớp 6 (Kết Nối Tri Thức),104000.0,Nhà xuất bản Giáo dục Việt Nam,2021-05-19 21:18:17,,Bìa mềm,102.0,sách giáo khoa
108965973.0,0.0,0,"Hộp Sách (Gồm 4 Cuốn) Sức Mạnh Tư Duy: 1.Tư duy phản biện 2.Tư duy vượt giới hạn, thành công vượt đám đông 3.Tư duy logic 4. Rèn luyện tư duy logic.Tái bản 2021",390000.0,1980 Books,,,,,sách tư duy
109018528.0,4.8,103,Thế Giới Anh Hùng Của Bà Ngoại,104000.0,Vilove,2021-06-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,312.0,sách nước ngoài
109484095.0,0.0,0,Combo sách Toán lớp 1 ( Kết nối tri thức với cuộc sống ),65000.0,Nhà xuất bản Giáo dục Việt Nam,2020-05-19 14:45:28,,Bìa mềm,107.0,sách giáo khoa
109488216.0,5.0,17,Bắt Đầu Cất Lên Tiếng Cười (Tiểu Luận),94900.0,Nhã Nam,2021-07-01 00:00:00,14 x 20.5 cm,Bìa mềm,308.0,tiểu sử
109793160.0,4.9,342,Combo 2 Cuốn: Bạn Không Thông Minh Lắm Đâu +  Bạn Đỡ Ngu Ngơ Rồi Đấy&nbsp;(Tái Bản)&nbsp;,189000.0,Read Books,2021-07-01 00:00:00,14 x 20.5 cm,Bìa mềm,794.0,sách tiếng việt
109873355.0,0.0,0,Combo 2 cuốn sách hay  : Bí Mật Tư Duy Triệu Phú  + Sức Mạnh Tiềm Thức 2021 &lt; sách tư duy/ kĩ năng sống &gt;(Tặng Kèm Bookmark Happy Life) ,188800.0,Trí Việt,,,,,sách kĩ năng sống
110189695.0,0.0,0,Combo sách Lịch Sử lớp 6 ( Kết Nối Tri Thức Với Cuộc Sống),115000.0,Nhà xuất bản Giáo dục Việt Nam,2021-03-19 18:04:47,,Bìa mềm,197.0,sách giáo khoa
110204781.0,0.0,0,Kiến Thức Căn Bản Cần Biết - Theo Dòng Lịch Sử Điện Ảnh,288150.0,Nhã Nam,,,,,tiểu sử
110879022.0,0.0,0,Truyện Tranh Thiếu Nhi - 10 Vạn Câu Hỏi Vì Sao - Đinh Tị - LinhKha,39000.0,Đinh Tị,,,,,truyện tranh
111098778.0,0.0,0,Bộ Sách Giáo Khoa Lớp 6 ( Kết nối tri thức với cuộc sống),421000.0,Nhà xuất bản Giáo dục Việt Nam,2021-05-09 20:46:26,,Bìa mềm,98.0,sách giáo khoa
111153025.0,0.0,0,Sách: 1 Ngày Bằng 48 Giờ - Sổ tay Quản Lí Thời Gian Hiệu Quả ,51300.0,Minh Long,2021-07-07 08:30:13,,Bìa mềm,208.0,sách
111153121.0,0.0,0,Sách: Bạn Càng Mạnh Mẽ Thế Giới Càng Công Bằng  ,71000.0,Minh Long,2021-07-07 08:38:20,,Bìa mềm,312.0,sách
111285062.0,4.8,778,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),50200.0,First News - Trí Việt,2021-07-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,320.0,sách tiếng việt
111290696.0,4.9,565,Việt Nam Sử Lược&nbsp;(Ấn Bản Kỉ Niệm 100 Năm Xuất Bản Lần Đầu) (Tái Bản),315000.0,Công Ty Cổ Phần Văn Hóa Đông A,2021-07-15 00:00:00,18.5 x 26.5 cm,Bìa cứng,656.0,sách lịch sử
111580006.0,4.9,920,Muôn Kiếp Nhân Sinh 2 (Khổ Nhỏ),98000.0,First News - Trí Việt,2021-07-15 00:00:00,11.5 x 16.5 cm,Bìa mềm,672.0,sách tiếng việt
112050836.0,0.0,0,Combo sách Toán lớp 6 ( Kết nối tri thức với cuộc sống ),79000.0,Công ty cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,2021-05-06 20:56:58,,Bìa mềm,132.0,sách giáo khoa
112108566.0,4.9,27,Sách RÈN LUYỆN TƯ DUY LOGIC TRONG CÔNG VIỆC,86420.0,1980 Books,,,,,sách tư duy
112110014.0,4.8,569,TÂM LÝ HỌC ỨNG DỤNG,61920.0,1980 Books,,,,,sách tiếng việt
112332742.0,4.8,200,English Grammar In Use - 130 Bài Ngữ Pháp Tiếng Anh (Tái Bản),113000.0,Nhà sách Minh Thắng,2021-07-01 00:00:00,17 x 24&nbsp;,Bìa mềm,564,sách tiếng anh
